id,open_date,type,P1,P2,P3,P4,P5,P6,P7,P8,revenue
34199,11/29/2008,FC,2,5,12,5,4,1,4,5,13384422
35936,04/18/2006,IL,20,4,4,5,0,1,5,7.5,19456084
78636,02/07/2009,FC,5,5,3,5,3,3,4,5,13199708
81993,11/22/2009,FC,1,4,4,5,0,4,5,3,12223361
51375,12/23/2005,IL,1,6,3,10,0,1,5,4,12716554
28026,02/19/2004,FC,3,4,3,5,0,3,4,2,14355173
98972,04/17/2009,FC,4,6,4,10,4,2,5,4,12292019
63231,08/25/2007,FC,1,5,2,4,2,2,4,5,12581203
19149,09/17/2009,FC,25,4,4,5,4,25,4,5,14128443
46461,10/04/2000,IL,5,4,5,5,0,1,5,5,14533278
20732,08/11/2007,IL,2,6,4,10,0,5,5,4,12969794
58718,04/21/2007,FC,1,4,2,5,3,10,8,4,9910135
896,09/17/2009,IL,1,4,6,5,0,5,5,3,11880930
2232,04/13/2007,FC,2,5,3,5,0,5,5,4,12074165
34111,09/06/1996,FC,3,5,3,5,3,2,5,2,12847666
51685,09/15/2007,FC,4,4,4,4,0,1,5,5,15310807
69022,09/15/2007,FC,1,4,3,5,12,4,10,2,10485084
10229,04/14/2010,FC,3,4,4,4,0,2,4,7.5,13461585
3470,02/26/2011,IL,1,5,2,5,4,1,5,5,11951755
65395,08/13/2009,FC,1,4,2,4,0,2,5,5,12746563
21261,05/30/2006,FC,3,4,4,5,0,2,5,5,14589052
96132,04/04/2008,IL,3,4,5,5,5,1,4,4,14701207
27128,03/31/2011,FC,20,6,4,5,0,1,8,4,19308587
34600,10/14/2013,FC,2,5,4,4,4,1,10,4,13079630
66263,06/01/2012,FC,5,6,3,5,0,1,4,6,12809495
92732,12/17/2010,IL,2,4,2,5,24,1,5,4.5,8616856
4137,07/12/2013,IL,3,4,2,5,0,5,5,4,12086012
54165,07/14/2007,FC,3,4,2,4,4,1,4,4,13120202
90069,04/08/2010,FC,3,4,2,10,3,4,5,6,11788012
35470,03/30/2002,IL,3,4,12,4,3,1,5,7.5,14159611
34610,01/17/2012,IL,5,5,3,4,0,1,5,5,14207425
86741,10/14/2013,FC,2,4,4,10,0,1,5,4,13395774
28684,01/04/2014,FC,5,5,9,5,0,1,5,4,14140039
4333,08/30/2013,FC,1,4,3,5,0,3,5,2,12392639
79677,09/06/1996,IL,1,4,3,5,0,3,4,5,12753681
66326,07/16/2012,IL,4,5,4,5,0,2,4,1,13677871
66060,01/23/2009,FC,20,3,4,5,0,2,4,7.5,20990914
63157,02/26/2011,FC,5,2,4,5,4,1,5,5,14543780
31731,08/25/2006,FC,2,7.5,3,5,0,1,4,5,12833597
88575,01/16/1999,IL,3,5,3,4,0,1,4,5,13507115
247,11/26/2010,IL,2,4,1,5,4,2,5,4,12124045
75599,07/04/2009,IL,5,6,3,5,0,2,5,7.5,14915674
45042,10/04/2013,FC,5,4,4,4,0,2,5,5,14339712
72033,06/06/2003,FC,1,4,1,5,4,5,5,4,12653760
8954,12/07/2004,IL,15,4,3,4,0,2,5,5,16796813
46355,08/06/2009,FC,5,4,12,5,4,1,5,5,14531084
38270,03/05/1996,FC,4,6,5,10,0,2,4,5,15181127
12668,12/20/2003,IL,3,7.5,4,4,0,25,5,5,6630260
13154,11/25/2011,FC,3,6,6,4,4,2,4,4,12884361
41363,01/23/2009,IL,5,5,3,4,0,1,5,4,14187439
33762,11/29/2008,IL,5,4,3,5,0,5,8,5,13602095
65961,09/26/2003,FC,1,4,2,4,0,1,5,5,14083932
61862,12/30/2011,FC,3,3,4,5,0,3,4,4,12980284
17628,09/09/2005,FC,5,3,5,5,0,5,4,3,13969591
1031,05/18/2011,FC,3,4,3,5,5,1,4,3,13603776
19993,03/24/2009,FC,2,4,2,5,0,4,5,7.5,12894333
96210,11/22/2009,FC,5,4,2,5,3,1,5,3,14224466
8630,06/27/2007,FC,25,4,15,4,12,1,5,4,20821746
67809,12/28/2011,FC,4,4,3,5,0,1,4,3,15196926
92705,08/13/2009,FC,5,4,4,4,0,1,4,3,14431039
33465,06/04/1996,IL,5,5,4,5,0,1,5,5,14290684
95610,11/03/2012,IL,3,3,4,5,0,5,5,3,13468416
50542,10/06/2007,FC,5,4,4,5,3,1,4,5,14046678
80382,11/22/2009,FC,3,4,4,5,2,4,5,4,12729951
18672,08/07/2013,FC,5,4,2,5,4,3,4,3,13659947
48422,08/08/2013,FC,4,4,3,4,0,1,5,5,14027743
35549,08/01/2010,FC,2,5,9,5,5,1,5,4.5,10932273
21519,12/21/2012,FC,5,6,2,5,3,5,5,5,12409579
33729,10/14/2013,FC,3,5,4,5,0,1,5,4,13593745
30260,02/07/2009,FC,3,4,4,4,0,1,10,7.5,14587878
25043,07/14/2007,FC,5,4,4,5,0,1,4,5,14767062
12179,12/02/2007,FC,4,4,5,10,5,1,4,5,12978745
80918,12/18/1998,FC,3,3,2,5,0,5,10,5,12772573
62595,12/06/2013,IL,1,4,2,5,5,1,4,5,12398513
32081,04/22/2010,FC,5,4,4,5,0,1,4,3,14962419
86784,11/19/2009,IL,5,5,2,4,4,1,5,5,13423939
15003,09/01/2001,FC,20,6,12,5,5,1,10,5,19455816
61470,11/03/2012,FC,25,6,9,5,30,5,5,5,16841520
59547,08/26/2000,DT,3,4,3,5,0,2,4,5,13854272
42171,01/15/2013,FC,2,4,3,5,0,2,5,5,13007308
43397,02/29/2012,FC,4,4,1,4,2,2,4,4,14271763
19830,03/30/2002,FC,2,4,2,5,0,1,5,1,13218034
93730,05/16/2008,FC,2,4,4,10,0,1,8,7.5,13394416
31680,08/26/2000,DT,4,3,3,5,0,5,5,2,13373317
13414,12/16/2009,FC,1,4,2,4,3,1,5,5,12450433
28012,02/16/2010,FC,4,6,3,5,4,5,5,2,12569611
29431,07/10/2013,FC,4,4,2,4,0,4,5,5,13072805
8625,10/22/2006,FC,2,7.5,4,5,0,1,4,3,12668067
32600,10/28/2008,IL,20,4,2,5,0,1,10,2,19576417
61269,09/26/2006,IL,5,3,4,10,0,1,4,3,14287222
29940,04/13/2007,FC,5,7.5,2,8,0,1,4,4,13722647
32217,03/15/2011,IL,2,4,2,10,0,2,5,4,12928147
56386,07/17/2009,IL,15,6,3,5,0,5,4,4,17654373
44892,10/10/2011,FC,4,4,4,5,4,5,5,4,12412054
86978,09/06/1996,IL,3,3,4,4,0,25,5,5,7793668
76543,11/19/2009,IL,3,4,3,5,0,3,10,2,14327899
48015,03/24/2008,FC,3,3,4,8,0,1,4,4,14817290
12954,06/29/1997,IL,4,5,2,4,3,5,5,5,12153409
25789,12/20/2003,IL,2,4,2,5,24,25,5,5,3300819
29872,06/09/2007,FC,3,4,4,5,0,1,10,3,13768627
19764,02/26/2011,FC,3,4,6,5,2,1,5,3,14020949
28722,11/22/2007,FC,2,4,9,4,2,2,5,3,12870035
12592,11/17/2009,FC,25,4,6,5,0,1,5,3,23059810
2302,01/26/2012,FC,2,4,3,4,0,1,8,4,13306315
3393,12/23/2005,IL,2,6,2,5,4,1,5,3,12353095
30071,09/01/2010,IL,5,2,4,4,1,10,4,5,12527986
43761,04/09/2000,FC,3,6,3,4,0,2,4,5,12940069
68399,05/29/2013,FC,3,7.5,3,5,0,1,4,7.5,13166998
36342,11/13/2009,FC,5,3,4,4,3,1,4,7.5,14149768
57724,08/07/2013,IL,1,4,4,5,0,1,4,7.5,13363930
30413,06/08/2000,FC,3,3,2,5,3,1,4,7.5,13683188
97567,07/07/2010,IL,3,6,5,4,0,3,4,3,13017955
78184,06/24/2011,IL,5,6,3,5,0,5,5,5,13531491
84743,09/20/2013,FC,1,7.5,2,10,0,1,5,4,13904897
31890,01/27/2005,FC,3,4,5,5,3,1,4,5,13108311
23616,12/12/2011,FC,4,3,3,5,0,5,8,5,14265024
18562,11/17/1995,FC,3,4,4,5,0,4,5,5,13206359
17542,01/22/2011,IL,1,4,3,5,2,5,10,5,11594251
52169,08/30/2013,FC,3,4,4,5,0,2,5,2,13462797
96166,12/20/1997,FC,4,4,3,5,0,3,10,5,13445104
64694,04/12/2012,FC,3,5,4,4,18,3,10,5,10594640
19971,03/26/2005,FC,3,4,5,5,0,2,5,5,13561961
79070,03/16/2006,IL,3,5,4,4,0,10,5,5,10980150
44539,04/14/2009,IL,2,4,4,5,0,2,8,5,15522100
27478,07/05/1997,IL,5,4,6,5,3,2,4,4.5,13860039
22123,04/01/2000,FC,1,3,4,5,0,3,4,5,11946155
67612,11/17/2009,FC,4,4,2,5,0,10,5,5,11923763
33434,09/23/2008,IL,2,5,3,5,0,4,5,3,12748371
39037,09/09/2013,IL,2,4,4,5,3,4,4,5,12152180
99025,02/01/2012,IL,3,3,4,4,0,1,5,4,14305184
52518,05/24/2007,IL,1,6,4,5,0,10,5,4,10998497
89456,06/15/2010,IL,10,4,2,8,4,5,5,3,14907447
36147,12/28/2011,IL,1,5,9,5,0,4,5,2,12593784
24991,12/16/2009,IL,5,7.5,4,8,0,1,5,4,14293500
80033,03/31/2011,FC,1,4.5,2,5,0,1,4,5,13325161
83895,11/22/2009,FC,1,5,2,5,0,1,4,3,13051998
51434,11/22/2009,IL,25,3,2,5,4,4,4,5,20065114
54408,12/04/1999,FC,3,4,4,10,0,1,4,2,13763721
31828,04/06/1998,FC,2,3,4,5,0,1,4,2,15623395
349,01/01/2000,IL,25,4,4,10,0,25,5,2,15790543
47480,10/21/2011,IL,5,4.5,3,8,0,3,5,4,14425817
6983,04/12/2013,FC,3,6,6,4,2,4,8,4,12540843
33728,12/04/1999,FC,5,4,2,5,0,2,5,5,13950381
86756,09/26/2006,FC,5,4,3,5,0,1,5,4,14141547
92495,12/03/2013,IL,3,5,4,4,0,2,5,5,13813861
83775,08/02/1995,IL,5,4,3,10,5,4,10,4,12826353
11616,11/05/2011,FC,4,5,12,5,0,25,4,5,8431974
44781,08/19/2006,FC,2,4,2,5,4,1,10,6,13148950
35920,08/20/2004,FC,5,4,4,5,0,2,4,3,13987868
42133,03/06/2013,FC,5,3,2,5,4,2,5,2,13923674
69707,01/14/2011,IL,1,7.5,15,10,3,3,5,3,13536678
46217,11/14/2012,IL,3,4,3,5,0,20,8,4,9949936
33655,10/26/2009,IL,4,3,3,5,4,5,5,5,11798979
29584,11/13/2013,FC,2,4,4,10,3,4,5,4,12159628
28294,08/11/2007,IL,4,5,12,5,0,1,4,7.5,15070097
35306,10/12/2013,IL,1,5,5,5,3,2,4,4,12310775
89276,01/05/2000,FC,1,4,4,5,0,5,5,7.5,11533667
82699,09/13/1999,DT,15,4,4,5,3,10,4,5,15987824
19464,07/12/2013,FC,5,4,4,5,0,10,8,3,12081143
73901,12/24/2010,IL,3,4,2,5,3,25,4,5,6707546
9631,09/15/2006,FC,3,3,3,8,30,2,10,4,9532162
82603,06/24/2011,FC,4,4,3,5,0,2,5,2,14162076
48674,12/29/2012,FC,25,4,4,5,0,1,10,5,21901559
70403,04/14/2009,IL,1,7.5,12,4,3,5,4,3,11862679
53002,04/21/2007,IL,5,7.5,3,5,0,5,4,5,12643719
37733,05/02/2013,FC,1,4,5,5,0,1,4,4.5,13153896
40262,01/01/2000,IL,3,4,2,5,3,5,4,4,12023327
66467,06/26/2010,FC,1,7.5,2,5,0,3,5,4,14364649
30736,08/18/2012,IL,4,4,3,5,0,5,5,5,12047806
47458,11/17/2009,FC,5,6,4,5,0,5,5,5,12208155
56100,11/05/2009,IL,2,4,2,5,0,1,4,4,11490689
242,05/06/2013,IL,2,3,12,5,0,1,4,7.5,14349407
69178,05/05/2007,FC,1,4,12,10,4,2,4,7.5,13037856
93795,12/24/2010,IL,5,4,4,5,4,1,4,4,13912770
49847,08/25/2006,FC,4,4,4,5,4,1,5,5,14213743
14429,12/23/2012,FC,2,6,2,10,18,1,5,5,10458934
45718,10/23/2004,FC,5,5,12,5,0,1,5,2,15688233
73370,12/31/2011,IL,2,6,3,5,5,1,5,4,11975908
59828,02/16/2010,FC,3,4,3,5,4,2,4,5,15072513
63520,06/20/2011,IL,2,4,2,4,0,5,5,5,12484912
6789,07/28/2000,DT,5,4,6,4,0,4,5,4,12102782
12468,03/28/2009,FC,2,6,4,10,0,2,5,2,13267658
97193,12/17/2013,FC,5,3,6,10,5,5,4,3,13505481
72935,09/04/2009,IL,20,3,3,5,0,1,10,5,19629409
73596,07/20/2007,IL,3,7.5,1,5,0,5,5,4,12544239
62172,04/18/2008,FC,4,4,5,5,0,2,5,2,13915916
32949,11/05/2008,FC,4,6,1,10,0,5,5,4,12391789
76076,08/01/2008,FC,1,5,6,5,4,10,5,4,10283826
29845,02/07/2009,FC,5,4,3,5,0,3,5,2,13774812
47418,06/01/2012,FC,20,5,4,8,0,1,4,5,20065025
91024,04/19/2013,FC,25,3,3,5,0,3,5,4,21395913
15691,08/18/2012,IL,5,4,5,4,4,2,5,5,14131012
93331,02/26/2011,IL,1,5,4,5,0,1,5,6,13280280
47448,10/14/2013,FC,4,5,2,10,0,15,5,3,9897224
43876,07/15/2011,IL,2,4,2,10,0,25,10,5,6092756
14869,03/26/2005,FC,25,3,2,5,0,1,5,4,21640783
37338,05/18/2011,FC,5,7.5,4,5,5,1,10,5,13728346
55018,03/17/2007,FC,3,5,5,5,0,5,4,7.5,12638660
76313,05/30/2006,FC,20,4,3,5,4,2,5,4,18688362
90540,08/18/2012,IL,5,4,4,5,2,4,4,5,13353186
17105,09/28/2008,FC,3,4,2,5,5,2,4,2,12560079
10617,02/06/2007,FC,2,4,3,8,0,10,10,3,10822394
62196,10/24/2006,FC,20,4,5,8,4,5,4,5,17535118
74226,07/12/2012,FC,1,5,4,5,0,1,4,2,13070132
32995,12/02/2007,FC,3,3,3,4,0,4,4,2,12937363
63341,11/12/2010,FC,1,6,9,8,0,4,8,5,13709601
98642,06/01/2012,IL,5,7.5,1,5,0,5,5,2,12523195
33886,07/12/2012,FC,1,5,1,4,0,2,5,4,12168168
71687,05/01/2009,FC,5,4,4,4,0,4,5,5,14046568
68249,08/20/2011,FC,5,3,3,10,0,5,5,3,12493176
78447,12/18/2010,IL,2,4,6,4,0,3,5,5,13049111
58630,09/19/2009,IL,1,3,4,5,0,1,4,4,13606536
19304,01/22/2011,IL,2,5,12,5,4,20,5,5,8837820
94075,04/01/2000,FC,5,4,5,5,0,25,4,4,7933538
82219,03/31/2011,FC,4,4,4,4,0,3,4,4,13448279
55172,05/18/1998,FC,1,4,6,4,4,1,4,4,12911285
34121,01/14/2011,IL,4,4,4,5,3,1,5,3,13832918
11124,12/17/2006,FC,5,7.5,3,10,0,2,10,5,13557215
67170,12/08/2012,IL,15,4,2,5,0,20,4,3,11798715
84348,11/19/2009,FC,10,4,4,5,0,4,5,3,15334556
22312,11/29/2007,IL,1,5,5,5,0,1,4,5,13032794
25281,10/06/2007,FC,5,4,4,4,0,1,10,2,16258859
68319,09/15/2006,FC,2,5,4,10,2,1,5,5,13001973
74820,01/31/2012,IL,20,4,2,5,4,2,5,5,20100678
82711,01/22/2011,FC,2,4,4,10,0,1,5,3,15285952
49944,11/17/1995,FC,15,4,4,4,0,1,5,5,18294066
55771,11/25/2008,IL,5,5,2,4,0,2,5,7.5,12973377
14899,09/06/1997,IL,5,4,3,5,0,1,4,4,14336065
50018,12/21/2012,FC,5,4,3,5,0,1,5,5,14337074
29602,12/24/2010,IL,4,4,2,5,0,5,5,5,12434966
28318,05/01/2013,IL,2,3,3,5,0,2,4,5,13568181
17410,08/13/2011,FC,3,4,3,5,0,5,5,7.5,11704004
78126,08/20/2004,FC,2,4,2,4,0,2,4,5,12946946
12153,12/28/2011,FC,1,6,4,10,0,5,4,3,11693177
48995,12/02/2007,FC,4,6,3,5,12,1,5,5,11549391
23701,11/08/2013,FC,5,4,3,4,0,3,4,5,14213772
69754,06/01/2010,IL,3,4,4,5,0,1,5,4,13754876
64728,01/26/2012,IL,15,5,4,5,18,1,5,1,14363939
82518,04/04/2012,FC,2,4,1,5,18,3,5,5,9905450
47467,10/23/1999,DT,5,4,2,10,0,1,5,7.5,13801044
67965,09/26/2003,FC,5,5,1,10,0,1,5,4,14696224
43498,09/15/2006,FC,5,4,2,10,5,1,5,5,13547247
24458,03/02/1998,FC,4,5,3,8,4,2,5,4,12605260
87051,11/27/2008,FC,5,3,4,10,0,25,8,4,7104152
54225,07/30/2010,IL,2,4,3,5,0,4,5,4,12877849
94735,11/25/2011,FC,3,6,4,5,0,2,8,3,13894059
24065,07/04/2011,FC,1,4,2,5,4,1,5,5,12326359
45261,02/26/1998,IL,25,4,12,10,0,1,5,4,22653530
84436,04/06/1998,FC,15,4,2,10,0,5,4,3,17837637
43638,07/20/2007,IL,3,4,12,5,0,1,4,5,14564999
16542,02/26/2010,FC,4,4,5,5,0,2,5,4,13227997
23748,09/26/2003,IL,4,4,1,5,3,4,5,5,13795028
84042,08/19/2006,IL,3,4,3,4,0,2,5,5,13865772
6159,04/06/1998,FC,3,5,1,4,0,3,8,5,12749228
29205,11/05/2009,FC,1,7.5,5,5,0,1,4,2,12161774
79914,03/05/1996,FC,4,6,15,5,4,1,5,5,14399203
82795,11/25/2011,FC,1,6,4,5,0,20,4,5,7137038
6438,07/30/2010,FC,4,4,4,5,5,25,4,5,6789088
71225,04/22/2008,FC,5,4,1,5,4,1,10,3,14327146
59132,07/16/2012,IL,5,4,6,4,0,2,5,5,13925297
96302,09/09/2013,FC,1,3,9,5,3,3,5,4,12561659
82825,11/12/2010,IL,2,5,3,10,0,5,5,3,12572099
1955,12/04/1999,FC,4,3,4,5,5,1,5,4,13678717
60983,03/31/2011,FC,1,4,4,5,4,1,4,5,14249289
36612,10/06/2007,FC,5,4,4,5,5,2,5,5,13282812
58507,10/25/2013,FC,5,7.5,3,4,0,1,4,6,13577975
35926,06/13/2009,IL,4,5,2,5,18,5,5,5,9807059
84791,06/24/2011,FC,3,4,12,5,0,1,4,4,14567389
98528,05/07/2010,IL,1,4,2,5,3,4,5,5,11614416
7825,10/06/2006,IL,3,4,4,5,0,1,4,5,15363969
7061,04/01/2000,IL,3,2,4,5,0,15,4,5,11698915
95741,03/06/2009,DT,4,3,4,5,4,1,5,4.5,13705966
28791,01/07/2011,IL,3,5,2,5,0,1,4,2,13834493
74512,09/09/2013,FC,2,6,4,5,0,1,5,3,13823498
21220,11/22/2007,FC,1,4,2,5,0,1,10,3,13505437
48954,12/18/2010,FC,1,4,12,5,3,4,8,1,12642793
92318,08/01/2000,FC,3,5,3,5,0,2,4,4,14252943
13899,05/12/2013,IL,10,4,2,4,0,1,5,3,17504349
87934,10/10/2013,FC,5,5,1,5,0,2,4,5,14236668
81909,04/18/2008,IL,4,6,2,4,0,1,5,5,13615360
63257,01/03/2013,IL,15,4,4,10,5,5,10,1,16573038
27727,08/18/2012,IL,4,6,6,5,0,5,5,3,12904630
7166,02/27/2013,FC,5,6,3,5,3,2,5,3,13351938
4544,07/14/2000,IL,1,4,5,10,0,1,4,5,13140319
56249,06/18/2007,FC,5,4,4,10,4,1,5,5,13874375
98199,10/10/2013,FC,3,4,15,5,0,2,10,7.5,15026895
58354,08/05/2011,FC,3,4,2,5,3,4,5,4.5,11758602
55263,10/26/2009,FC,2,7.5,2,5,0,3,5,5,12860617
45231,03/01/2008,FC,5,3,3,5,0,1,5,5,17041399
58583,10/04/2012,IL,5,4,2,5,0,2,5,3,14605592
84631,11/05/2011,FC,2,4,3,4,3,5,5,3,12732217
4695,06/04/1996,IL,1,4,2,4,0,1,5,4,13790744
48218,11/26/2009,IL,10,3,6,4,0,1,5,5,16496970
23563,10/17/2008,FC,10,4,4,5,0,3,5,7.5,16829821
55598,09/06/1996,IL,4,4,12,5,4,3,4,3,13809742
8328,03/29/2013,FC,5,7.5,5,5,3,2,10,5,13354181
94564,08/07/2013,FC,3,5,3,5,2,1,4,4,14090168
97539,10/04/2012,IL,1,4,3,10,0,2,4,4,13086583
9823,11/13/2009,FC,4,6,3,10,0,5,5,5,12608142
8960,04/13/2007,IL,3,4,3,5,0,1,4,2,13665790
40543,11/17/2009,FC,5,4,2,5,0,5,4,7.5,12955496
5990,01/14/2011,IL,25,4,1,5,4,2,5,5,20192937
14511,07/16/2012,IL,10,5,4,5,3,1,5,5,17150034
54527,01/03/2013,IL,2,5,4,4,0,5,5,5,11719242
15729,03/17/2007,IL,4,6,3,5,18,2,5,3,10982830
86495,05/18/2011,FC,3,4,4,5,0,1,5,3,14785859
49452,06/27/2007,FC,2,4,4,5,0,1,4,4,13177494
2543,07/12/2012,FC,3,7.5,3,5,24,3,5,5,9305609
99600,04/17/2009,FC,4,6,2,5,0,20,5,5,8360585
57861,03/30/2002,IL,5,3,12,5,0,5,5,5,14798356
10167,05/29/2013,FC,4,4,4,5,0,1,4,5,16647844
74365,08/03/2012,FC,3,5,4,5,0,1,4,3,13614045
46034,10/04/2013,FC,3,5,12,5,0,25,4,3,7817484
15082,12/31/1997,FC,10,4,3,5,12,1,10,2,13568775
1456,03/01/2008,FC,4,5,4,10,2,5,5,5,12577690
44288,06/26/2010,FC,5,4,3,5,0,1,4,5,14491386
99794,03/30/2002,FC,4,5,2,5,4,3,5,5,12397708
99005,11/05/2008,FC,1,4,3,5,0,3,8,5,12916313
56441,08/14/2009,FC,3,4,4,5,0,1,5,5,13894250
90002,02/26/2010,FC,5,4,3,4,18,2,8,5,12436544
38744,05/06/2013,IL,3,6,4,5,0,2,4,5,12671384
67746,01/16/2009,FC,1,6,15,5,0,10,5,5,11431340
7570,11/05/2008,IL,3,3,2,5,3,5,4,5,12674151
14922,08/24/1996,IL,3,4,2,4,4,1,4,5,11670282
28558,04/18/2008,FC,4,4,3,5,0,2,5,2,13425234
90160,11/01/2007,IL,1,4,3,4,1,1,5,3,14269023
50593,12/23/2012,IL,4,5,4,10,24,10,5,5,8236347
19957,06/15/2010,IL,5,5,12,5,1,3,4,7.5,14404084
81279,09/10/1998,DT,3,4,4,5,4,5,5,3,13070876
40369,03/18/2011,FC,3,4,3,10,0,1,4,5,14150948
53182,07/14/2000,IL,5,4,4,5,0,1,5,5,14661175
72668,03/06/2009,IL,3,4,2,4,0,1,4,5,13363584
20934,10/26/2009,FC,3,5,12,4,0,1,5,7.5,14730730
765,06/06/2003,FC,25,4,12,5,18,2,5,3,19887711
96394,06/01/2012,FC,1,4,3,4,0,5,5,5,11430083
59707,12/11/2012,IL,3,5,6,4,0,1,4,5,13778554
80906,06/18/2007,FC,3,5,2,5,0,2,4,3,13101731
97666,10/18/2012,IL,2,7.5,5,5,4,3,4,5,11937063
49963,12/23/2012,FC,3,4,2,5,0,2,4,6,13645953
61509,10/06/2010,FC,10,4,6,4,4,20,5,5,12316168
68291,04/03/2010,FC,4,4,2,5,0,5,5,4,13623958
45541,03/24/2009,FC,3,4,4,10,5,1,5,5,13609318
2539,08/01/2010,FC,4,4,4,5,0,1,4,4.5,14433909
37628,06/01/2010,IL,3,4,2,5,5,5,5,1,12157793
83124,12/06/2013,IL,4,4,4,5,0,1,5,4,14111225
21805,07/10/2013,FC,2,4,5,4,4,1,4,3,12239256
65611,01/20/2012,FC,1,4,4,10,0,25,4,4,7671943
94632,12/23/2011,FC,10,3,2,5,0,1,4,6,15733237
39367,06/13/2006,FC,15,3,2,4,4,1,4,3,17809434
33551,06/06/2007,IL,3,4,3,5,0,1,4,6,13619987
4914,03/07/2010,IL,1,5,2,5,0,1,4,5,12887738
23852,02/26/1998,IL,3,7.5,3,10,0,1,4,5,13576868
30504,09/06/1996,IL,3,4,4,5,0,20,5,5,8519143
89590,07/18/2011,FC,3,7.5,9,4,0,5,4,5,12335306
71933,09/09/2013,FC,20,6,4,5,0,1,4,5,19343600
72089,03/06/2009,FC,5,4,2,4,0,2,5,5,13923935
46706,10/21/2011,FC,2,5,5,8,18,5,8,3,9789899
29227,08/14/2009,FC,3,4,3,5,0,1,10,5,14156924
76674,07/16/2012,IL,2,5,2,4,3,1,5,2,13059240
13506,03/06/2013,IL,5,6,3,10,0,2,5,5,14282595
95369,12/20/1997,IL,15,5,2,4,0,2,5,3,17266167
78767,05/05/2007,FC,15,4,2,4,0,5,4,5,16967756
38763,06/05/2012,IL,5,3,2,5,3,2,5,4.5,13763596
80517,06/26/2010,IL,20,4,3,4,0,1,4,4,19331967
58639,12/31/2011,IL,1,4,2,5,0,3,10,5,13227165
4881,05/01/2010,FC,5,3,12,5,0,1,4,2,15475577
58223,07/10/2013,FC,2,4,4,5,0,2,5,1,13116737
83692,08/01/2008,FC,2,6,4,5,0,3,5,6,12567401
70174,07/31/2013,IL,5,4,4,5,0,1,5,2,13991056
9659,06/27/2007,FC,25,3,2,4,24,2,4,3,18232220
53990,04/01/2000,FC,1,4,2,4,5,5,5,5,11779573
88480,12/17/2006,FC,3,6,6,5,5,15,8,4,9295528
75376,03/05/1996,IL,5,3,4,5,0,3,5,4,14532175
97577,08/20/2004,FC,1,4,2,5,0,1,10,5,13562570
41226,01/23/2009,FC,20,3,2,5,0,2,4,5,19762427
69941,11/16/2012,FC,5,5,2,5,0,2,5,5,13809857
18018,12/31/1997,FC,3,4,5,8,0,25,5,4,7749286
78187,12/11/2012,IL,3,4,2,5,0,1,5,5,12691547
74676,06/27/2007,FC,3,4,3,5,0,5,8,3,12534973
63905,04/18/2006,IL,3,6,2,4,5,3,4,5,12944983
92165,02/01/2011,FC,2,4,4,4,0,3,5,5,13510294
9704,12/24/2010,IL,1,4,9,5,0,4,5,4,13260844
85432,06/01/2012,FC,1,3,2,5,0,2,5,5,12701899
23388,04/09/2000,IL,2,4.5,4,5,0,2,5,5,13053293
67417,11/29/2008,FC,4,4,9,5,0,3,4,5,13873074
88695,01/26/2012,FC,1,4,9,4,3,2,4,2,12866994
56113,05/15/2012,FC,2,6,3,4,4,1,10,5,12962139
8427,03/24/2009,FC,4,7.5,2,4,4,10,5,6,10716012
49130,03/27/2013,FC,3,4,4,5,0,1,4,2,14139551
93201,09/19/2009,IL,5,4,2,5,18,3,4,3,10348350
49177,03/29/2013,IL,4,3,4,4,0,1,4,3,14199952
1553,07/17/2009,IL,4,3,3,10,3,1,4,5,12863485
72121,07/18/2011,IL,1,3,4,5,0,3,5,7.5,13155619
32427,12/20/2003,IL,25,4,2,4,6,3,5,3,20966113
76441,12/12/2011,FC,2,4,2,5,0,5,4,4,12268848
18249,06/27/2007,FC,3,4,3,5,0,1,4,4,14234906
58240,07/17/2009,IL,3,7.5,3,5,0,10,4,4,10667615
44494,07/04/2008,IL,3,4,4,5,4,15,4,3,10570074
52925,02/19/2010,FC,3,6,3,10,0,5,4,7.5,12258755
75063,10/15/2012,FC,3,5,2,4,0,3,5,5,12870913
64745,05/07/2010,IL,4,6,2,4,0,2,10,2,13847812
96870,03/01/2008,FC,3,5,4,5,0,4,5,4.5,12796575
58338,05/24/2007,IL,5,4,2,5,0,3,4,5,13744277
60169,08/06/2009,FC,2,4,6,5,6,5,4,7.5,11322500
44352,11/03/2012,FC,2,4,4,4,0,5,4,3,13550256
18344,07/31/2013,IL,3,4,9,5,0,2,4,6,14317599
10439,09/15/2011,FC,3,5,15,5,0,1,5,4,15284771
17420,03/28/2009,IL,2,4,4,4,0,4,8,5,12580551
34337,03/01/2008,FC,5,4,3,5,4,4,5,4,15076474
93951,04/01/2000,FC,5,4,2,5,4,5,5,4,12574071
24421,09/08/2010,FC,3,4,1,5,0,1,4,6,13798187
23807,12/29/2012,IL,2,3,4,5,3,3,5,5,14947229
99858,10/04/2013,FC,4,4,5,10,0,1,4,5,14490646
81784,02/26/1998,FC,2,4,4,5,4,1,5,5,13866295
36265,02/09/2000,DT,4,4,1,5,0,25,5,2,8221972
73526,04/18/2008,FC,20,4,5,10,4,1,4,5,19138274
7804,08/25/2007,IL,4,4,4,10,3,2,5,5,13916862
97470,09/01/2001,FC,1,3,2,5,0,1,4,3,12638997
18751,10/11/2010,IL,5,4,1,10,0,1,5,3,14134389
